machine_id,cycle,day,day_in_cycle,temperature,vibration,rpm,load,service_flag,failure_event
9,8,1415,155,70.28,0.2082,1432.2,58.5,0,0
9,8,1416,156,68.63,0.1572,1431.9,40.5,0,0
9,8,1417,157,68.98,0.1901,1432.1,60.2,0,0
9,8,1418,158,72.83,0.2043,1423.7,54.9,0,0
9,8,1419,159,67.85,0.1723,1428.8,40.0,0,0
9,8,1420,160,72.43,0.2639,1433.9,46.8,0,0
9,8,1421,161,68.9,0.1525,1427.6,51.4,0,0
9,8,1422,162,73.04,0.2785,1430.6,63.7,0,0
9,8,1423,163,73.44,0.2746,1421.4,57.5,0,0
9,8,1424,164,70.81,0.191,1430.3,66.5,0,0
9,8,1425,165,74.37,0.2704,1427.2,57.5,0,0
9,8,1426,166,69.88,0.1408,1434.0,45.3,0,0
9,8,1427,167,67.53,0.2159,1429.5,43.5,0,0
9,8,1428,168,68.71,0.2337,1438.4,58.8,0,0
9,8,1429,169,69.11,0.1693,1433.1,60.9,0,0
9,8,1430,170,73.83,0.2346,1425.6,73.0,0,0
9,8,1431,171,69.03,0.2204,1430.4,56.7,0,0
9,8,1432,172,69.12,0.2674,1426.0,65.0,0,0
9,8,1433,173,68.92,0.1615,1430.6,55.0,0,0
9,8,1434,174,69.04,0.1624,1427.6,53.5,0,0
9,8,1435,175,74.08,0.1562,1423.9,81.2,0,0
9,8,1436,176,75.32,0.1814,1425.7,73.1,0,0
9,8,1437,177,67.17,0.1773,1422.3,53.5,0,0
9,8,1438,178,69.7,0.2594,1428.4,66.9,0,0
9,8,1439,179,70.26,0.2429,1425.6,67.4,0,0
9,8,1440,180,74.27,0.2968,1434.0,90.1,0,0
10,8,1261,1,75.75,0.1371,1455.7,87.8,1,0
10,8,1262,2,78.34,0.1647,1451.6,98.0,0,0
10,8,1263,3,75.92,0.1548,1455.3,89.0,0,0
10,8,1264,4,76.06,0.1633,1455.3,90.3,0,0
10,8,1265,5,71.73,0.1455,1451.6,63.3,0,0
10,8,1266,6,72.13,0.1565,1456.4,55.7,0,0
10,8,1267,7,75.53,0.1481,1454.5,88.1,0,0
10,8,1268,8,72.57,0.1379,1454.2,59.2,0,0
10,8,1269,9,73.02,0.1222,1455.9,64.8,0,0
10,8,1270,10,73.84,0.1416,1456.7,71.0,0,0
10,8,1271,11,72.32,0.1539,1455.7,71.5,0,0
10,8,1272,12,70.39,0.1383,1457.4,47.6,0,0
10,8,1273,13,70.19,0.1425,1455.5,48.1,0,0
10,8,1274,14,72.21,0.1233,1452.1,51.8,0,0
10,8,1275,15,72.95,0.1651,1453.4,69.5,0,0
10,8,1276,16,78.0,0.1472,1453.4,89.4,0,0
10,8,1277,17,74.98,0.1333,1454.7,70.3,0,0
10,8,1278,18,71.88,0.1518,1452.0,46.2,0,0
10,8,1279,19,75.16,0.1734,1447.9,82.2,0,0
10,8,1280,20,71.96,0.1243,1456.1,49.2,0,0
10,8,1281,21,73.09,0.1315,1458.6,67.7,0,0
10,8,1282,22,74.07,0.1599,1453.1,71.3,0,0
10,8,1283,23,76.13,0.1576,1447.3,81.4,0,0
10,8,1284,24,73.62,0.1503,1455.5,71.8,0,0
10,8,1285,25,74.45,0.1487,1452.0,67.2,0,0
10,8,1286,26,69.94,0.1388,1456.2,36.1,0,0
10,8,1287,27,71.54,0.1346,1458.9,44.1,0,0
10,8,1288,28,70.65,0.115,1454.6,36.8,0,0
10,8,1289,29,73.42,0.1322,1458.5,60.0,0,0
10,8,1290,30,75.61,0.1549,1455.2,77.5,0,0
10,8,1291,31,77.28,0.1407,1457.0,88.3,0,0
10,8,1292,32,73.93,0.126,1454.1,65.5,0,0
10,8,1293,33,76.59,0.1347,1451.2,81.7,0,0
10,8,1294,34,73.05,0.149,1455.2,58.4,0,0
10,8,1295,35,73.57,0.1491,1455.3,69.4,0,0
10,8,1296,36,74.85,0.1353,1451.8,73.7,0,0
10,8,1297,37,74.47,0.1179,1451.4,70.1,0,0
10,8,1298,38,72.85,0.162,1455.1,55.8,0,0
10,8,1299,39,72.55,0.1379,1455.3,58.0,0,0
10,8,1300,40,73.81,0.13,1450.2,42.0,0,0
10,8,1301,41,73.0,0.1508,1454.2,47.2,0,0
10,8,1302,42,73.48,0.1497,1452.3,74.6,0,0
10,8,1303,43,80.19,0.1546,1451.2,97.7,0,0
10,8,1304,44,73.47,0.1271,1454.4,60.1,0,0
10,8,1305,45,74.24,0.1445,1452.2,70.2,0,0
10,8,1306,46,74.42,0.1565,1451.6,63.0,0,0
10,8,1307,47,71.87,0.1509,1447.9,47.2,0,0
10,8,1308,48,72.98,0.1357,1451.1,56.3,0,0
10,8,1309,49,72.9,0.1053,1454.4,53.5,0,0
10,8,1310,50,73.88,0.1435,1453.9,57.3,0,0
10,8,1311,51,73.93,0.1158,1450.8,61.1,0,0
10,8,1312,52,72.99,0.1376,1455.4,35.0,0,0
10,8,1313,53,74.22,0.1361,1456.7,62.3,0,0
10,8,1314,54,74.37,0.1402,1451.3,54.2,0,0
10,8,1315,55,74.66,0.1312,1454.3,52.9,0,0
10,8,1316,56,73.58,0.1334,1451.9,54.2,0,0
10,8,1317,57,72.55,0.1066,1456.4,35.9,0,0
10,8,1318,58,73.47,0.14,1453.8,53.4,0,0
10,8,1319,59,75.73,0.1526,1456.7,57.5,0,0
10,8,1320,60,75.4,0.1585,1449.3,71.1,0,0
10,8,1321,61,74.34,0.1247,1455.6,53.2,0,0
10,8,1322,62,75.78,0.1376,1456.0,61.1,0,0
10,8,1323,63,78.38,0.3232,1456.0,88.3,0,1
10,8,1324,64,75.85,0.1374,1453.2,70.3,0,0
10,8,1325,65,76.31,0.1197,1451.4,65.4,0,0
10,8,1326,66,76.11,0.2427,1445.7,57.6,0,0
10,8,1327,67,78.27,0.1625,1448.8,68.0,0,0
10,8,1328,68,72.77,0.1361,1447.7,35.0,0,0
10,8,1329,69,73.78,0.1886,1448.4,43.9,0,0
10,8,1330,70,80.14,0.139,1455.5,92.4,0,0
10,8,1331,71,79.0,0.1316,1456.8,65.2,0,0
10,8,1332,72,74.04,0.117,1453.4,45.1,0,0
10,8,1333,73,79.86,0.1415,1449.6,59.3,0,0
10,8,1334,74,79.55,0.1745,1458.0,43.3,0,0
10,8,1335,75,75.48,0.1583,1450.5,57.0,0,0
10,8,1336,76,75.94,0.1971,1461.6,35.0,0,0
10,8,1337,77,74.96,0.1595,1454.0,55.8,0,0
10,8,1338,78,74.46,0.2535,1454.2,55.4,0,0
10,8,1339,79,77.19,0.1527,1456.9,50.3,0,0
10,8,1340,80,73.24,0.2089,1450.6,37.8,0,0
10,8,1341,81,75.1,0.133,1445.9,55.5,0,0
10,8,1342,82,72.4,0.1404,1461.3,46.5,0,0
10,8,1343,83,73.99,0.1198,1446.3,36.9,0,0
10,8,1344,84,76.19,0.1722,1457.0,69.2,0,0
10,8,1345,85,75.03,0.1861,1449.9,59.3,0,0
10,8,1346,86,73.68,0.1491,1452.4,43.8,0,0
10,8,1347,87,74.37,0.2121,1450.3,39.5,0,0
10,8,1348,88,77.82,0.1378,1448.0,49.5,0,0
10,8,1349,89,76.01,0.234,1453.5,35.0,0,0
10,8,1350,90,77.1,0.1502,1458.5,58.9,0,0
10,8,1351,91,76.19,0.1867,1444.9,75.1,0,0
10,8,1352,92,76.28,0.1621,1452.1,65.0,0,0
10,8,1353,93,78.91,0.2085,1456.8,85.5,0,0
10,8,1354,94,76.36,0.243,1451.2,74.4,0,0
10,8,1355,95,75.16,0.2283,1444.0,61.4,0,0
10,8,1356,96,78.14,0.1441,1457.4,49.7,0,0
10,8,1357,97,75.32,0.1532,1450.4,56.3,0,0
10,8,1358,98,77.35,0.1645,1453.8,65.9,0,0
10,8,1359,99,79.28,0.1449,1457.8,56.8,0,0
10,8,1360,100,75.93,0.1264,1448.5,65.8,0,0
10,8,1361,101,77.55,0.1647,1458.7,53.4,0,0
10,8,1362,102,72.29,0.2284,1453.2,35.0,0,0
10,8,1363,103,73.3,0.1674,1445.8,41.3,0,0
10,8,1364,104,74.33,0.1434,1451.5,37.1,0,0
10,8,1365,105,76.01,0.1126,1452.4,62.7,0,0
10,8,1366,106,81.34,0.2144,1457.0,59.1,0,0
10,8,1367,107,73.42,0.1763,1456.0,47.1,0,0
10,8,1368,108,77.55,0.2039,1459.6,72.4,0,0
10,8,1369,109,74.58,0.2124,1444.1,55.7,0,0
10,8,1370,110,75.71,0.1326,1451.7,49.8,0,0
10,8,1371,111,76.11,0.1477,1451.8,44.0,0,0
10,8,1372,112,78.23,0.2174,1454.3,35.0,0,0
10,8,1373,113,75.26,0.154,1455.7,68.0,0,0
10,8,1374,114,79.34,0.204,1453.4,57.2,0,0
10,8,1375,115,76.39,0.1342,1453.0,79.4,0,0
10,8,1376,116,75.48,0.1329,1457.6,54.6,0,0
10,8,1377,117,77.31,0.1106,1451.3,35.0,0,0
10,8,1378,118,76.58,0.1687,1453.5,38.4,0,0
10,8,1379,119,74.7,0.175,1453.6,49.6,0,0
10,8,1380,120,77.61,0.1793,1452.6,80.0,0,0
10,8,1381,121,84.93,0.1533,1453.9,84.1,0,0
10,8,1382,122,76.4,0.201,1456.8,79.0,0,0
10,8,1383,123,80.25,0.2357,1458.1,85.2,0,0
10,8,1384,124,74.83,0.1228,1452.8,55.7,0,0
10,8,1385,125,79.16,0.1848,1457.1,37.8,0,0
10,8,1386,126,75.98,0.2129,1448.7,52.7,0,0
10,8,1387,127,74.58,0.2207,1455.8,58.4,0,0
10,8,1388,128,79.02,0.2606,1449.5,71.2,0,0
10,8,1389,129,74.23,0.2137,1456.7,60.3,0,0
10,8,1390,130,73.58,0.143,1459.5,69.6,0,0
10,8,1391,131,74.17,0.1233,1452.3,35.0,0,0
10,8,1392,132,74.18,0.2428,1451.1,45.1,0,0
10,8,1393,133,79.22,0.1762,1452.2,63.8,0,0
10,8,1394,134,74.03,0.1552,1452.2,56.3,0,0
10,8,1395,135,73.67,0.1671,1450.1,46.6,0,0
10,8,1396,136,79.5,0.139,1450.0,54.2,0,0
10,8,1397,137,80.85,0.2318,1449.7,60.3,0,0
10,8,1398,138,78.35,0.1974,1456.6,47.0,0,0
10,8,1399,139,73.57,0.211,1451.2,39.9,0,0
10,8,1400,140,74.57,0.1476,1453.5,64.6,0,0
10,8,1401,141,74.49,0.2553,1457.0,59.8,0,0
10,8,1402,142,74.27,0.1726,1454.9,54.8,0,0
10,8,1403,143,78.17,0.2023,1446.0,55.4,0,0
10,8,1404,144,75.28,0.1591,1454.3,53.7,0,0
10,8,1405,145,74.56,0.1297,1454.7,35.0,0,0
10,8,1406,146,78.07,0.1453,1453.5,61.9,0,0
10,8,1407,147,72.67,0.1687,1453.2,46.8,0,0
10,8,1408,148,77.63,0.2266,1459.3,52.2,0,0
10,8,1409,149,76.29,0.2245,1449.4,46.5,0,0
10,8,1410,150,75.36,0.1519,1456.2,62.3,0,0
10,8,1411,151,84.15,0.157,1451.3,80.7,0,0
10,8,1412,152,78.06,0.2171,1452.4,63.4,0,0
10,8,1413,153,74.84,0.2455,1452.8,47.1,0,0
10,8,1414,154,75.39,0.2397,1466.1,64.8,0,0
10,8,1415,155,74.8,0.2059,1453.1,63.9,0,0
10,8,1416,156,77.86,0.2551,1455.5,67.8,0,0
10,8,1417,157,73.86,0.188,1450.5,46.9,0,0
10,8,1418,158,75.9,0.1368,1451.5,64.1,0,0
10,8,1419,159,75.48,0.1565,1454.9,47.3,0,0
10,8,1420,160,72.66,0.1725,1454.9,53.7,0,0
10,8,1421,161,80.48,0.242,1455.5,91.0,0,0
10,8,1422,162,76.16,0.2001,1448.5,61.1,0,0
10,8,1423,163,79.53,0.1851,1447.1,59.5,0,0
10,8,1424,164,76.35,0.2637,1456.0,62.7,0,0
10,8,1425,165,77.17,0.2025,1453.7,73.7,0,0
10,8,1426,166,72.86,0.1364,1457.9,41.9,0,0
10,8,1427,167,72.65,0.1832,1452.0,47.2,0,0
10,8,1428,168,78.87,0.1638,1450.6,69.5,0,0
10,8,1429,169,82.71,0.1716,1454.2,87.1,0,0
10,8,1430,170,79.06,0.1382,1451.7,55.3,0,0
10,8,1431,171,75.69,0.2538,1451.7,77.0,0,0
10,8,1432,172,72.47,0.2243,1449.6,48.2,0,0
10,8,1433,173,71.6,0.1366,1461.0,35.0,0,0
10,8,1434,174,74.9,0.218,1454.6,54.7,0,0
10,8,1435,175,73.0,0.2498,1455.8,53.4,0,0
10,8,1436,176,71.4,0.1566,1455.2,41.4,0,0
10,8,1437,177,77.29,0.1606,1450.6,67.0,0,0
10,8,1438,178,73.39,0.2749,1458.3,60.0,0,0
10,8,1439,179,71.15,0.1578,1459.1,57.8,0,0
10,8,1440,180,77.08,0.1444,1454.4,63.4,0,0
1,9,1441,1,67.17,0.0752,1451.2,64.8,1,0
1,9,1442,2,68.83,0.0777,1446.7,74.5,0,0
1,9,1443,3,72.56,0.1017,1444.3,95.8,0,0
1,9,1444,4,70.24,0.0894,1451.0,81.3,0,0
1,9,1445,5,66.64,0.0763,1446.6,36.3,0,0
1,9,1446,6,68.48,0.0707,1446.7,63.2,0,0
1,9,1447,7,64.94,0.0562,1447.8,35.0,0,0
1,9,1448,8,67.19,0.06,1445.6,44.5,0,0
1,9,1449,9,67.5,0.0827,1447.5,64.6,0,0
1,9,1450,10,65.98,0.067,1444.7,51.5,0,0
1,9,1451,11,70.09,0.0644,1451.0,80.8,0,0
1,9,1452,12,70.0,0.0813,1447.7,80.0,0,0
1,9,1453,13,66.19,0.0649,1451.3,41.2,0,0
1,9,1454,14,68.56,0.0602,1451.7,56.2,0,0
1,9,1455,15,68.07,0.0588,1448.9,47.9,0,0
1,9,1456,16,67.06,0.0681,1446.9,51.9,0,0
1,9,1457,17,67.92,0.0759,1445.6,72.8,0,0
1,9,1458,18,68.04,0.0808,1446.5,57.0,0,0
1,9,1459,19,71.65,0.0805,1446.6,87.6,0,0
1,9,1460,20,69.2,0.0725,1442.0,66.3,0,0
1,9,1461,21,66.18,0.0751,1446.8,45.9,0,0
1,9,1462,22,66.91,0.0603,1450.1,45.2,0,0
1,9,1463,23,68.76,0.0917,1450.5,67.3,0,0
1,9,1464,24,69.05,0.0955,1448.7,64.8,0,0
1,9,1465,25,70.1,0.0869,1447.4,67.0,0,0
1,9,1466,26,67.51,0.0724,1445.7,53.5,0,0
1,9,1467,27,68.55,0.0679,1446.7,54.6,0,0
1,9,1468,28,67.31,0.0482,1447.9,35.0,0,0
1,9,1469,29,69.56,0.0859,1449.8,63.6,0,0
1,9,1470,30,71.38,0.0932,1445.1,79.1,0,0
1,9,1471,31,75.78,0.1102,1447.5,97.3,0,0
1,9,1472,32,74.22,0.089,1450.0,93.8,0,0
1,9,1473,33,72.04,0.0883,1445.6,81.8,0,0
1,9,1474,34,69.78,0.1024,1445.3,76.2,0,0
1,9,1475,35,67.77,0.0947,1448.2,45.2,0,0
1,9,1476,36,68.02,0.0605,1451.5,52.8,0,0
1,9,1477,37,75.49,0.0951,1445.7,98.0,0,0
1,9,1478,38,71.78,0.0791,1445.6,74.7,0,0
1,9,1479,39,68.78,0.085,1448.6,59.3,0,0
1,9,1480,40,69.11,0.0767,1445.5,52.5,0,0
1,9,1481,41,72.7,0.0993,1443.9,82.2,0,0
1,9,1482,42,69.83,0.0665,1443.7,56.6,0,0
1,9,1483,43,72.44,0.0837,1451.6,79.3,0,0
1,9,1484,44,70.98,0.0936,1443.9,70.9,0,0
1,9,1485,45,69.09,0.0771,1449.0,55.5,0,0
1,9,1486,46,71.2,0.0851,1445.5,79.6,0,0
1,9,1487,47,69.05,0.0691,1448.2,53.5,0,0
1,9,1488,48,68.99,0.079,1447.5,54.7,0,0
1,9,1489,49,68.52,0.0686,1442.4,57.2,0,0
1,9,1490,50,69.71,0.066,1447.6,54.9,0,0
1,9,1491,51,71.89,0.1137,1449.9,74.9,0,0
1,9,1492,52,71.4,0.1187,1449.0,78.0,0,0
1,9,1493,53,71.55,0.0901,1444.4,73.2,0,0
1,9,1494,54,67.43,0.084,1450.9,45.1,0,0
1,9,1495,55,71.41,0.0844,1452.4,70.0,0,0
1,9,1496,56,69.39,0.0722,1441.3,52.7,0,0
1,9,1497,57,67.1,0.065,1450.1,35.0,0,0
1,9,1498,58,70.31,0.0796,1450.7,63.8,0,0
1,9,1499,59,69.33,0.0499,1445.7,42.4,0,0
1,9,1500,60,71.18,0.0672,1446.4,68.8,0,0
1,9,1501,61,77.5,0.0832,1444.6,95.6,0,0
1,9,1502,62,71.59,0.0962,1451.0,81.7,0,0
1,9,1503,63,70.88,0.0955,1446.2,63.2,0,0
1,9,1504,64,73.15,0.1064,1447.1,82.3,0,0
1,9,1505,65,72.74,0.0955,1449.9,80.5,0,0
1,9,1506,66,75.9,0.1106,1442.2,89.8,0,0
1,9,1507,67,69.59,0.096,1447.0,51.3,0,0
1,9,1508,68,70.64,0.0657,1442.2,53.0,0,0
1,9,1509,69,70.36,0.0934,1448.6,71.0,0,0
1,9,1510,70,70.95,0.0767,1449.1,64.0,0,0
1,9,1511,71,70.22,0.064,1442.9,60.8,0,0
1,9,1512,72,71.17,0.0783,1443.5,70.6,0,0
1,9,1513,73,70.63,0.0759,1448.5,68.2,0,0
1,9,1514,74,72.1,0.0747,1447.0,78.2,0,0
1,9,1515,75,73.16,0.0804,1444.9,80.7,0,0
1,9,1516,76,69.62,0.0807,1446.1,57.0,0,0
1,9,1517,77,70.43,0.097,1446.6,61.4,0,0
1,9,1518,78,69.6,0.0755,1446.7,52.2,0,0
1,9,1519,79,71.51,0.0994,1446.2,74.1,0,0
1,9,1520,80,72.02,0.0954,1447.6,73.7,0,0
1,9,1521,81,73.98,0.0876,1450.9,86.6,0,0
1,9,1522,82,73.63,0.0737,1448.1,84.9,0,0
1,9,1523,83,71.64,0.0878,1446.9,74.0,0,0
1,9,1524,84,68.57,0.083,1442.5,48.1,0,0
1,9,1525,85,70.07,0.0745,1449.9,52.4,0,0
1,9,1526,86,70.46,0.1,1444.3,71.3,0,0
1,9,1527,87,71.42,0.0818,1445.6,66.6,0,0
1,9,1528,88,69.6,0.0725,1441.4,52.3,0,0
1,9,1529,89,70.67,0.098,1446.8,60.4,0,0
1,9,1530,90,70.8,0.0982,1440.7,64.0,0,0
1,9,1531,91,71.78,0.0967,1444.9,68.6,0,0
1,9,1532,92,71.84,0.09,1448.3,69.6,0,1
1,9,1533,93,76.57,0.0928,1450.0,98.0,0,0
1,9,1534,94,73.54,0.0844,1448.1,84.7,0,0
1,9,1535,95,70.75,0.0795,1446.1,68.9,0,0
1,9,1536,96,73.33,0.1066,1450.3,84.1,0,0
1,9,1537,97,73.39,0.0646,1446.7,79.6,0,0
1,9,1538,98,69.9,0.0687,1444.5,56.3,0,0
1,9,1539,99,71.29,0.0835,1447.8,53.8,0,0
1,9,1540,100,72.32,0.0657,1448.8,75.6,0,0
1,9,1541,101,73.25,0.0909,1446.2,85.5,0,0
1,9,1542,102,71.82,0.0968,1446.1,69.2,0,0
1,9,1543,103,71.87,0.0744,1444.0,63.0,0,0
1,9,1544,104,71.57,0.0977,1447.8,73.5,0,0
1,9,1545,105,69.91,0.0529,1445.6,54.2,0,0
1,9,1546,106,70.73,0.0502,1448.9,50.0,0,0
1,9,1547,107,74.95,0.1257,1447.4,92.3,0,0
1,9,1548,108,70.47,0.1302,1450.8,56.1,0,0
1,9,1549,109,70.57,0.1215,1451.4,67.9,0,0
1,9,1550,110,74.18,0.1001,1445.5,61.5,0,0
1,9,1551,111,70.67,0.0832,1449.1,75.7,0,0
1,9,1552,112,71.43,0.1256,1446.8,49.6,0,0
1,9,1553,113,70.66,0.1246,1450.4,51.6,0,0
1,9,1554,114,80.11,0.0926,1446.1,81.6,0,0
1,9,1555,115,74.59,0.1198,1438.8,84.6,0,0
1,9,1556,116,71.1,0.1011,1446.0,58.8,0,0
1,9,1557,117,71.45,0.0807,1446.5,66.6,0,0
1,9,1558,118,72.78,0.0705,1442.7,66.7,0,0
1,9,1559,119,69.76,0.1156,1451.1,42.6,0,0
1,9,1560,120,76.59,0.0984,1445.9,93.3,0,0
1,9,1561,121,75.5,0.1222,1443.9,89.1,0,0
1,9,1562,122,80.53,0.1206,1451.1,94.6,0,0
1,9,1563,123,77.27,0.0968,1445.6,98.0,0,0
1,9,1564,124,74.11,0.0989,1445.7,85.7,0,0
1,9,1565,125,71.06,0.0843,1451.7,75.5,0,0
1,9,1566,126,70.47,0.0811,1447.9,47.6,0,0
1,9,1567,127,69.42,0.1045,1450.0,45.3,0,0
1,9,1568,128,80.44,0.1349,1443.9,98.0,0,0
1,9,1569,129,70.93,0.1438,1450.4,73.4,0,0
1,9,1570,130,71.17,0.1086,1454.5,69.5,0,0
1,9,1571,131,77.95,0.1478,1442.5,98.0,0,0
1,9,1572,132,81.77,0.1321,1445.5,98.0,0,0
1,9,1573,133,72.68,0.0847,1444.7,50.1,0,0
1,9,1574,134,69.96,0.1219,1444.7,53.5,0,0
1,9,1575,135,72.24,0.1596,1454.1,74.5,0,0
1,9,1576,136,76.16,0.0955,1447.0,80.8,0,0
1,9,1577,137,72.7,0.1509,1448.6,67.3,0,0
1,9,1578,138,72.43,0.1561,1449.0,76.1,0,0
1,9,1579,139,75.58,0.1556,1447.4,94.1,0,0
1,9,1580,140,72.15,0.1071,1452.5,56.0,0,0
1,9,1581,141,70.8,0.0791,1448.7,59.5,0,0
1,9,1582,142,74.28,0.1278,1448.6,91.8,0,0
1,9,1583,143,72.75,0.1563,1460.4,54.9,0,0
1,9,1584,144,71.13,0.0903,1447.9,66.6,0,0
1,9,1585,145,70.33,0.1318,1447.2,65.5,0,0
1,9,1586,146,68.97,0.1387,1443.1,61.1,0,0
1,9,1587,147,76.62,0.1218,1446.0,75.1,0,0
1,9,1588,148,72.66,0.0687,1447.8,48.2,0,0
1,9,1589,149,70.21,0.0778,1444.5,66.2,0,0
1,9,1590,150,73.24,0.1416,1447.4,84.7,0,0
1,9,1591,151,81.15,0.1388,1454.5,98.0,0,0
1,9,1592,152,78.31,0.1198,1444.3,97.8,0,0
1,9,1593,153,72.58,0.0812,1448.0,84.8,0,0
1,9,1594,154,72.79,0.1626,1444.6,82.5,0,0
1,9,1595,155,69.47,0.0792,1450.2,49.5,0,0
1,9,1596,156,76.2,0.0876,1444.4,79.7,0,0
1,9,1597,157,71.17,0.1018,1446.5,81.3,0,0
1,9,1598,158,80.41,0.1054,1450.3,98.0,0,0
1,9,1599,159,75.37,0.1542,1451.6,98.0,0,0
1,9,1600,160,72.23,0.1379,1448.4,61.2,0,0
1,9,1601,161,72.42,0.0942,1443.4,54.6,0,0
1,9,1602,162,68.33,0.0889,1436.0,45.5,0,0
1,9,1603,163,71.66,0.1019,1444.4,79.8,0,0
1,9,1604,164,80.2,0.1052,1446.6,96.6,0,0
1,9,1605,165,68.89,0.1286,1445.9,68.9,0,0
1,9,1606,166,69.93,0.1313,1448.4,66.5,0,0
1,9,1607,167,74.1,0.1302,1449.3,78.4,0,0
1,9,1608,168,69.45,0.1056,1448.1,52.8,0,0
1,9,1609,169,70.5,0.1004,1449.8,72.7,0,0
1,9,1610,170,69.34,0.088,1444.1,75.1,0,0
1,9,1611,171,69.09,0.1134,1448.2,68.3,0,0
1,9,1612,172,68.9,0.0925,1450.5,53.6,0,0
1,9,1613,173,75.43,0.0801,1452.6,63.3,0,0
1,9,1614,174,68.1,0.1105,1451.9,64.0,0,0
1,9,1615,175,67.32,0.056,1447.4,46.0,0,0
1,9,1616,176,66.65,0.094,1444.5,35.0,0,0
1,9,1617,177,69.22,0.116,1446.0,40.6,0,0
1,9,1618,178,71.62,0.0934,1445.1,64.7,0,0
1,9,1619,179,69.99,0.1372,1453.8,80.1,0,0
1,9,1620,180,74.6,0.1426,1445.7,98.0,0,0
2,9,1441,1,70.56,0.1146,1478.8,68.1,1,0
2,9,1442,2,71.3,0.1272,1476.1,65.7,0,0
2,9,1443,3,75.58,0.1328,1482.2,94.0,0,0
2,9,1444,4,72.11,0.1138,1482.5,75.8,0,0
2,9,1445,5,70.69,0.1036,1478.0,61.3,0,0
2,9,1446,6,69.53,0.0979,1476.9,52.9,0,0
2,9,1447,7,69.64,0.0972,1482.8,45.7,0,0
2,9,1448,8,68.93,0.1077,1482.5,45.0,0,0
2,9,1449,9,70.21,0.1213,1479.7,59.2,0,0
2,9,1450,10,72.41,0.1105,1483.3,70.5,0,0
2,9,1451,11,70.93,0.1423,1477.6,60.8,0,0
2,9,1452,12,71.94,0.131,1482.6,74.3,0,0
2,9,1453,13,72.54,0.1126,1477.9,78.6,0,0
2,9,1454,14,69.67,0.1009,1481.3,35.0,0,0
2,9,1455,15,71.47,0.097,1485.1,51.9,0,0
2,9,1456,16,72.01,0.1058,1477.1,69.9,0,0
2,9,1457,17,69.68,0.1199,1477.7,60.4,0,0
2,9,1458,18,71.8,0.1246,1483.1,59.0,0,0
2,9,1459,19,73.13,0.1197,1481.1,79.2,0,0
2,9,1460,20,72.4,0.1332,1484.7,73.8,0,0
2,9,1461,21,71.34,0.1349,1483.2,51.2,0,0
2,9,1462,22,71.08,0.1117,1476.9,50.5,0,0
2,9,1463,23,75.26,0.1345,1481.4,79.4,0,0
2,9,1464,24,71.95,0.1214,1479.8,65.5,0,0
2,9,1465,25,75.06,0.1259,1476.5,82.9,0,0
2,9,1466,26,73.11,0.1234,1481.5,67.6,0,0
2,9,1467,27,72.64,0.1228,1476.2,63.3,0,0
2,9,1468,28,72.35,0.0862,1479.7,43.2,0,0
2,9,1469,29,70.87,0.1062,1481.6,39.6,0,0
2,9,1470,30,76.57,0.1362,1479.9,86.0,0,0
2,9,1471,31,77.62,0.1458,1476.4,95.0,0,0
2,9,1472,32,78.03,0.1224,1477.6,98.0,0,0
2,9,1473,33,78.17,0.107,1480.7,94.7,0,0
2,9,1474,34,77.39,0.1185,1478.9,92.0,0,0
2,9,1475,35,72.29,0.1163,1480.5,50.4,0,0
2,9,1476,36,69.34,0.1094,1475.8,35.0,0,0
2,9,1477,37,74.41,0.0986,1479.7,73.3,0,0
2,9,1478,38,71.61,0.1128,1485.0,50.4,0,0
2,9,1479,39,74.78,0.1257,1480.6,79.7,0,0
2,9,1480,40,72.46,0.1216,1477.2,60.6,0,0
2,9,1481,41,76.29,0.138,1480.0,81.3,0,0
2,9,1482,42,72.3,0.1088,1479.7,54.7,0,0
2,9,1483,43,71.9,0.1053,1478.9,55.7,0,0
2,9,1484,44,72.73,0.1224,1481.6,48.0,0,0
2,9,1485,45,76.79,0.1366,1479.9,92.5,0,0
2,9,1486,46,73.51,0.1215,1480.9,64.8,0,0
2,9,1487,47,73.69,0.1416,1483.1,64.5,0,0
2,9,1488,48,83.67,0.1357,1480.5,82.0,0,1
2,9,1489,49,71.94,0.1269,1477.8,50.9,0,0
2,9,1490,50,72.76,0.1085,1476.1,49.9,0,0
2,9,1491,51,71.44,0.1213,1480.1,45.9,0,0
2,9,1492,52,74.4,0.0903,1480.1,64.4,0,0
2,9,1493,53,73.29,0.1276,1480.7,65.4,0,0
2,9,1494,54,73.94,0.099,1481.8,62.2,0,0
2,9,1495,55,74.09,0.1333,1481.2,67.0,0,0
2,9,1496,56,71.0,0.1111,1481.1,43.1,0,0
2,9,1497,57,72.04,0.0855,1476.6,52.0,0,0
2,9,1498,58,74.92,0.1238,1483.8,73.0,0,0
2,9,1499,59,73.81,0.1042,1481.6,74.9,0,0
2,9,1500,60,77.63,0.14,1477.8,91.2,0,0
2,9,1501,61,79.22,0.1218,1473.8,93.7,0,0
2,9,1502,62,75.51,0.1195,1478.2,75.7,0,0
2,9,1503,63,75.33,0.1044,1480.9,72.3,0,0
2,9,1504,64,74.98,0.1432,1475.4,70.8,0,0
2,9,1505,65,73.23,0.113,1472.6,66.7,0,0
